MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Together,PhD,1,59,63342,0,1,48,918,21,118,13,10,21,1080,1059,3,8,3,5,6,0,3,11,2780
Single,Graduation,0,56,45989,0,1,97,138,33,87,28,24,12,310,298,4,3,2,7,3,0,3,11,2774
Single,Graduation,0,56,18701,1,1,95,12,4,2,10,6,10,34,24,4,2,0,4,5,0,3,11,2549
Single,PhD,0,63,40737,2,1,24,11,0,4,0,0,2,15,13,1,1,0,2,8,0,3,11,2362
Divorced,Graduation,1,41,15287,1,0,60,1,2,8,4,3,13,18,5,2,1,1,2,7,0,3,11,2786
Divorced,PhD,0,52,69674,0,2,46,554,41,215,11,0,24,821,797,3,10,2,10,5,0,3,11,2562
Married,Master,0,50,44159,1,0,85,167,2,62,24,13,7,268,261,4,4,1,6,5,0,3,11,2171
Married,PhD,0,42,37717,1,0,31,9,0,6,4,1,5,20,15,1,1,0,2,9,0,3,11,2742
Together,Master,1,68,43776,1,1,9,177,2,71,3,2,20,255,235,6,5,2,4,8,0,3,11,2670
Married,Master,0,54,38179,1,1,30,38,4,22,4,2,20,70,50,4,3,1,3,7,0,3,11,2631
Married,Graduation,1,57,80124,0,0,47,483,84,398,205,84,241,1254,1013,1,3,7,8,1,0,3,11,2162
Married,PhD,1,50,38097,1,1,70,77,2,35,0,1,69,115,46,4,3,2,2,7,0,3,11,2781
Married,Graduation,0,50,72940,0,0,13,182,74,298,162,149,116,865,749,1,3,3,6,1,0,3,11,2534
Together,Graduation,0,50,22070,1,0,11,10,7,19,8,2,21,46,25,2,2,2,2,6,0,3,11,2427
Single,Graduation,1,67,69267,0,0,31,778,44,499,95,73,146,1489,1343,2,3,4,5,7,0,3,11,2804
Single,Master,0,37,31788,1,0,15,16,7,23,0,8,6,54,48,3,3,0,4,5,1,3,11,2260
Together,PhD,0,45,61905,0,1,2,167,0,43,6,2,13,218,205,2,4,2,4,5,0,3,11,2304
Married,Graduation,0,60,29315,1,1,55,13,2,14,8,7,4,44,40,4,2,0,4,6,0,3,11,2243
Divorced,Graduation,0,57,33378,1,1,38,33,6,40,3,7,10,89,79,3,2,0,4,7,0,3,11,2667
Together,PhD,0,57,66313,0,1,86,625,7,99,10,22,7,763,756,2,6,3,12,4,0,3,11,2445
Single,Graduation,1,64,60714,0,0,56,216,162,224,101,92,162,795,633,2,7,4,10,5,0,3,11,2687
Together,Master,0,39,77882,0,0,29,68,129,396,188,22,15,803,788,1,3,3,5,1,0,3,11,2219
Single,PhD,1,34,69867,0,0,30,196,0,512,33,130,54,871,817,1,3,5,8,1,0,3,11,2612
Divorced,Master,0,52,63841,0,1,64,635,15,100,20,7,131,777,646,1,9,3,9,6,0,3,11,2593
Married,Basic,0,39,24480,1,0,46,4,19,9,28,25,17,85,68,3,3,0,4,7,0,3,11,2662
Together,Graduation,0,44,51369,0,1,84,297,7,79,0,11,182,394,212,2,8,2,4,8,0,3,11,2771
Together,Graduation,0,74,37760,0,0,20,84,5,38,150,12,28,289,261,2,4,1,6,7,0,3,11,2826
Together,PhD,0,46,65640,0,1,74,204,7,149,20,15,66,395,329,1,5,1,8,2,0,3,11,2279
Married,Master,0,45,44319,1,1,18,26,0,8,0,0,3,34,31,2,2,0,3,5,0,3,11,2232
Married,Graduation,0,46,30631,1,0,75,15,6,20,4,5,20,50,30,1,3,1,2,7,0,3,11,2511
Together,Graduation,0,68,75278,0,0,17,304,98,230,150,74,74,856,782,1,6,3,13,3,0,3,11,2675
Together,Master,0,64,50898,1,1,88,285,28,242,55,114,135,724,589,13,6,2,12,5,0,3,11,2696
Widow,Graduation,0,54,79946,0,0,19,395,183,565,166,141,28,1450,1422,1,5,11,5,3,0,3,11,2207
Divorced,Master,0,71,35416,0,0,62,248,3,81,4,3,51,339,288,3,7,1,5,8,0,3,11,2540
Together,Post Degree,1,36,32414,0,0,11,20,6,5,0,9,12,40,28,1,1,0,3,7,0,3,11,2519
Together,Graduation,0,51,38361,1,0,74,39,0,56,20,8,14,123,109,3,3,1,3,7,0,3,11,2343
Married,Graduation,1,40,82497,0,0,32,777,129,573,216,21,203,1716,1513,1,2,7,9,4,0,3,11,2765
Together,Graduation,0,49,16626,2,0,76,8,3,22,21,1,13,55,42,3,3,0,3,9,0,3,11,2324
Together,Graduation,0,55,29672,1,1,6,9,1,3,0,4,8,17,9,1,0,0,3,6,0,3,11,2633
Together,Master,1,68,55951,0,1,62,1241,0,80,0,13,40,1334,1294,3,3,6,11,8,0,3,11,2834
Divorced,Post Degree,0,32,35388,1,0,20,6,4,7,4,3,8,24,16,1,1,0,3,7,0,3,11,2638
Together,Master,0,34,42386,1,0,43,65,4,16,0,4,11,89,78,1,3,0,3,8,0,3,11,2691
Single,Graduation,0,38,68627,0,0,45,395,15,263,60,54,38,787,749,1,2,3,6,1,0,3,11,2692
Divorced,PhD,1,55,57912,0,1,34,801,0,80,0,0,35,881,846,5,8,3,12,5,0,3,11,2263
Divorced,Graduation,0,62,35246,1,1,53,36,0,12,2,2,10,52,42,4,3,1,3,5,0,3,11,2233
Together,Post Degree,0,64,58821,0,1,44,513,14,154,19,0,28,700,672,1,9,2,9,6,0,3,11,2419
Married,PhD,0,42,46377,1,0,89,37,0,46,4,3,0,90,90,1,2,1,3,4,0,3,11,2279
Single,Graduation,0,32,39747,1,0,43,80,15,93,20,13,52,221,169,3,5,1,4,8,0,3,11,2236
Together,Graduation,0,36,23976,1,0,68,14,1,21,2,3,25,41,16,3,3,1,3,7,0,3,11,2343
Married,Master,1,59,80950,0,0,44,525,147,112,219,147,63,1150,1087,1,6,7,9,2,0,3,11,2617
Widow,Graduation,1,54,27038,0,0,64,1,26,25,17,23,15,92,77,1,3,0,3,9,0,3,11,2808
Single,Graduation,1,73,77457,0,0,85,675,11,400,15,45,11,1146,1135,1,2,5,10,1,0,3,11,2275
Married,Master,1,56,64100,0,1,93,509,0,27,0,0,10,536,526,1,8,3,6,7,0,3,11,2451
Together,Master,0,28,42670,0,0,12,154,2,46,20,4,15,226,211,1,4,2,4,4,0,3,11,2587
Divorced,Graduation,0,44,12571,1,0,86,3,5,14,2,12,17,36,19,4,3,1,3,6,0,3,11,2321
Married,Graduation,0,53,22574,2,1,28,25,0,8,2,0,2,35,33,2,2,0,3,7,0,3,11,2403
Single,Master,0,44,70893,0,0,42,768,44,561,77,44,14,1494,1480,1,6,6,10,3,0,3,11,2667
Married,Graduation,0,54,54198,1,1,13,185,0,28,3,2,17,218,201,6,3,1,6,4,0,3,11,2353
Together,Master,0,64,28839,1,1,86,24,0,7,0,0,1,31,30,2,2,0,3,5,0,3,11,2269
Married,Graduation,0,48,40321,1,1,59,44,4,21,6,0,27,75,48,2,3,0,3,7,0,3,11,2494
Single,Graduation,0,35,66503,1,0,30,91,64,128,65,3,50,351,301,2,4,3,6,3,0,3,11,2843
Married,Graduation,0,69,30833,1,1,33,11,0,7,3,1,6,22,16,2,1,0,3,5,0,3,11,2507
Married,Graduation,0,49,64795,0,1,23,412,5,119,38,29,77,603,526,3,3,3,12,2,0,3,11,2687
Married,Graduation,0,46,34421,1,0,81,3,3,7,6,2,9,21,12,1,1,0,2,7,0,3,11,2522
Divorced,PhD,0,55,47025,1,1,6,16,0,3,0,0,1,19,18,1,1,0,2,7,0,3,11,2299
Divorced,PhD,0,59,64325,0,1,41,731,60,353,78,12,73,1234,1161,5,10,3,5,7,0,3,11,2666
Single,Graduation,0,67,40464,0,1,78,424,17,118,7,23,41,589,548,6,8,2,8,8,0,3,11,2693
Married,Graduation,0,63,62187,0,0,49,792,0,275,45,45,126,1157,1031,1,4,8,5,3,0,3,11,2518
Divorced,PhD,0,44,14849,1,0,39,21,2,28,3,2,9,56,47,3,2,0,4,8,0,3,11,2521
Married,Graduation,0,36,27255,1,0,3,22,1,11,0,1,2,35,33,1,1,0,3,7,0,3,11,2393
Married,PhD,0,70,54432,2,1,37,33,0,5,0,0,0,38,38,1,1,0,3,4,0,3,11,2575
Single,PhD,0,34,29999,1,0,22,68,7,59,10,5,11,149,138,4,3,1,4,8,0,3,11,2660
Single,Graduation,0,37,24072,1,0,79,9,1,6,3,0,4,19,15,1,1,0,2,8,0,3,11,2598
Single,PhD,0,31,33996,0,0,46,40,2,15,8,0,6,65,59,1,1,1,3,4,0,3,11,2450
Married,PhD,1,64,66334,0,1,82,909,11,218,0,0,23,1138,1115,2,9,3,5,5,0,3,11,2611
Married,Master,1,49,35178,1,0,10,23,1,13,2,2,18,41,23,1,1,1,2,7,0,3,11,2694
Together,Graduation,0,37,22010,1,0,51,11,2,9,3,0,8,25,17,2,2,0,3,8,0,3,11,2523
Divorced,Graduation,0,60,62204,0,2,38,317,46,247,151,46,139,807,668,1,4,5,12,3,0,3,11,2814
Divorced,Graduation,1,52,75693,0,0,10,797,153,293,72,97,30,1412,1382,1,11,4,6,4,0,3,11,2729
Married,Graduation,0,48,30675,1,0,14,10,2,16,11,2,21,41,20,1,1,0,3,8,0,3,11,2753
Together,Graduation,1,55,83003,0,0,18,856,61,570,40,25,122,1552,1430,1,7,6,8,3,0,3,11,2642
Single,Graduation,0,32,68655,0,0,95,456,19,832,75,118,38,1500,1462,1,4,5,11,3,0,3,11,2847
Divorced,Graduation,0,34,41411,0,0,11,37,32,38,11,3,18,121,103,1,2,1,4,6,0,3,11,2363
Married,PhD,1,51,55212,0,1,65,1103,0,45,0,0,34,1148,1114,3,4,2,11,8,0,3,11,2742
Together,PhD,0,70,59292,0,1,71,378,14,68,19,14,14,493,479,2,3,5,8,3,0,3,11,2540
Together,Basic,1,47,27190,1,0,13,1,6,7,0,1,3,15,12,1,1,0,2,8,0,3,11,2477
Divorced,Graduation,0,68,82623,0,0,58,204,34,204,172,153,173,767,594,1,2,9,4,1,0,3,11,2390
Married,Graduation,0,55,44300,1,1,65,30,0,9,0,0,3,39,36,2,1,0,3,6,0,3,11,2530
Divorced,Graduation,1,50,84835,0,0,0,189,104,379,111,189,218,972,754,1,4,4,6,1,0,3,11,2172
Widow,Graduation,0,49,30372,1,1,33,15,0,12,7,3,7,37,30,3,2,0,3,7,0,3,11,2710
Married,Master,1,44,33181,1,0,90,9,0,3,0,0,4,12,8,1,1,0,2,6,0,3,11,2336
Married,Graduation,0,63,71113,0,1,95,495,33,255,11,33,8,827,819,4,6,7,9,4,0,3,11,2353
Married,Graduation,1,34,71952,1,0,93,656,80,455,52,107,93,1350,1257,2,8,4,8,4,0,3,11,2694
Single,PhD,1,54,69759,0,0,38,452,20,514,13,30,0,1029,1029,3,4,6,5,3,0,3,11,2403
Married,Graduation,0,46,72099,0,0,18,546,91,410,119,0,22,1166,1144,1,3,4,10,1,0,3,11,2769
Single,PhD,0,44,60000,0,1,57,1048,0,217,0,0,12,1265,1253,5,11,3,5,6,0,3,11,2713
Single,Graduation,0,42,38643,1,1,45,22,2,14,0,1,10,39,29,2,2,0,3,7,1,3,11,2371
Married,Graduation,1,65,50737,0,1,61,78,0,11,0,0,10,89,79,1,2,0,4,6,0,3,11,2573
Married,PhD,0,51,68462,0,0,6,561,64,785,84,128,48,1622,1574,1,3,3,8,1,0,3,11,2723
Married,Master,0,77,65073,0,0,65,629,17,177,69,0,8,892,884,1,5,3,5,2,1,3,11,2472
Together,PhD,0,72,46681,0,2,52,269,15,69,15,19,38,387,349,2,4,6,4,5,0,3,11,2423
Married,Graduation,1,63,78618,0,0,87,736,163,818,212,163,61,2092,2031,1,4,7,10,2,0,3,11,2798
Widow,PhD,0,51,62187,0,1,38,512,0,83,0,0,41,595,554,3,6,2,10,4,0,3,11,2258
Married,Graduation,0,42,28442,2,0,53,19,3,10,11,8,6,51,45,3,2,1,4,4,0,3,11,2284
Married,PhD,0,42,37717,1,0,31,9,0,6,4,1,5,20,15,1,1,0,2,9,0,3,11,2742
Married,Graduation,0,53,51479,1,1,67,247,8,160,6,8,65,429,364,7,6,3,6,7,0,3,11,2707
Single,Graduation,0,51,54803,0,1,65,404,0,92,28,27,142,551,409,2,6,2,9,4,0,3,11,2836
Married,Graduation,0,60,79530,0,0,64,333,0,815,129,42,29,1319,1290,1,4,10,11,2,0,3,11,2567
Divorced,Graduation,0,44,31615,1,0,82,2,3,20,6,11,9,42,33,2,2,0,3,7,0,3,11,2629
Together,Graduation,0,58,72025,0,0,27,833,33,549,151,133,233,1699,1466,1,4,3,8,3,0,3,11,2748
Single,PhD,0,45,52614,0,1,63,789,0,142,12,9,38,952,914,2,2,4,8,8,0,3,11,2734
Married,Post Degree,0,36,35684,1,0,66,10,4,7,0,6,3,27,24,1,1,0,3,6,0,3,11,2227
Married,Graduation,0,45,48178,1,1,69,159,4,45,6,2,38,216,178,6,5,1,4,8,0,3,11,2768
Single,Master,1,50,29548,1,0,52,7,1,6,3,1,11,18,7,1,1,1,2,4,0,3,11,2463
Single,Graduation,1,54,63810,0,1,45,977,12,253,16,12,101,1270,1169,4,4,3,12,8,0,3,11,2754
Single,PhD,1,48,38578,1,1,2,38,4,22,3,3,3,70,67,3,3,0,3,8,0,3,11,2531
Single,Master,0,45,46098,1,1,86,57,0,27,0,0,36,84,48,4,3,2,2,8,0,3,11,2839
Single,Graduation,1,50,22585,0,0,23,3,9,15,13,2,39,42,3,1,1,1,2,9,0,3,11,2627
Single,Graduation,0,31,30279,1,0,13,10,4,14,4,4,1,36,35,1,1,0,3,8,0,3,11,2705
Together,PhD,0,59,66426,0,1,14,1043,24,97,32,24,157,1220,1063,2,3,5,10,6,0,3,11,2429
Single,Graduation,0,51,30822,1,0,92,3,9,13,2,12,12,39,27,1,1,0,3,7,0,3,11,2539
Married,PhD,0,51,33581,2,0,38,11,0,5,0,0,1,16,15,1,1,0,2,8,0,3,11,2696
Married,Graduation,0,35,19986,1,0,74,3,6,5,0,2,6,16,10,1,0,0,3,7,0,3,11,2386
Widow,Graduation,0,66,27421,0,0,14,43,12,96,78,40,55,269,214,3,4,1,6,7,0,3,11,2723
Married,Post Degree,0,47,35688,2,1,94,73,3,90,12,1,32,179,147,7,4,1,4,8,0,3,11,2835
Single,Master,0,39,36143,1,0,33,12,0,1,0,0,6,13,7,1,0,1,2,3,0,3,11,2250
Single,Graduation,0,49,10245,1,0,32,4,7,7,6,4,13,28,15,3,1,2,2,5,0,3,11,2569
Together,Master,1,52,43795,0,1,11,314,11,53,4,3,107,385,278,3,7,3,4,7,0,3,11,2415
Together,Graduation,0,60,63381,0,1,78,571,50,142,33,50,159,846,687,4,4,5,13,2,0,3,11,2791
Together,Graduation,0,71,38823,0,1,56,70,0,11,2,8,23,91,68,1,2,1,3,6,0,3,11,2827
Divorced,PhD,0,52,83664,1,1,57,866,21,151,28,21,86,1087,1001,3,2,2,12,5,0,3,11,2576
Together,Graduation,1,41,90300,0,0,7,594,134,786,33,134,57,1681,1624,0,5,6,8,1,0,3,11,2336
Together,Master,0,41,62499,1,0,0,140,4,61,0,13,4,218,214,2,3,1,6,4,0,3,11,2361
Single,Graduation,0,27,74293,0,0,66,375,152,335,93,91,81,1046,965,1,5,4,6,2,0,3,11,2215
Married,PhD,0,74,51012,0,0,86,102,9,63,2,9,24,185,161,1,4,1,4,6,0,3,11,2596
Married,Master,0,52,70777,0,1,80,554,35,113,0,7,78,709,631,3,5,3,12,3,0,3,11,2283
Together,PhD,0,29,68682,0,0,56,919,0,505,99,30,45,1553,1508,1,4,9,10,2,0,3,11,2425
Married,Graduation,0,49,43824,1,1,18,96,1,42,12,3,32,154,122,4,3,1,4,8,0,3,11,2811
Together,Graduation,1,36,15345,1,0,51,5,2,16,3,2,19,28,9,2,1,1,2,8,0,3,11,2826
Single,Graduation,0,33,23442,1,0,71,2,0,6,8,6,5,22,17,1,1,0,3,7,0,3,11,2711
Together,Post Degree,1,40,14515,1,0,71,6,4,9,6,36,35,61,26,4,2,2,3,7,0,3,11,2756
Divorced,Post Degree,0,64,31395,1,1,80,23,1,25,0,8,7,57,50,4,2,1,3,6,0,3,11,2622
Together,Graduation,0,55,75276,0,0,2,610,105,125,137,42,21,1019,998,1,9,4,9,5,0,3,11,2799
Single,Graduation,0,46,42373,1,1,83,67,5,61,3,8,19,144,125,5,2,1,5,5,0,3,11,2477
Together,Graduation,0,60,30507,0,0,29,65,36,74,38,20,110,233,123,1,5,1,4,7,0,3,11,2634
Single,PhD,1,65,55521,1,2,11,416,0,26,0,0,4,442,438,9,6,3,6,7,0,3,11,2409
Married,Graduation,0,55,48006,1,1,55,23,0,11,3,2,2,39,37,1,1,0,3,6,0,3,11,2179
Single,PhD,1,48,27213,1,0,19,19,3,26,10,9,3,67,64,3,2,0,4,8,0,3,11,2827
Divorced,PhD,0,49,65808,1,1,1,155,7,80,13,7,10,262,252,3,5,1,5,6,0,3,11,2189
Together,PhD,0,46,30351,1,0,19,14,0,24,3,3,2,44,42,1,3,0,2,9,0,3,11,2547
Married,Graduation,0,57,50437,0,2,28,370,9,92,6,9,4,486,482,3,7,1,8,7,0,3,11,2779
Single,Post Degree,1,38,23616,1,0,76,4,22,11,3,7,32,47,15,2,3,0,3,8,0,3,11,2748
Married,Graduation,0,44,53858,0,1,50,407,53,221,58,150,26,889,863,4,4,3,6,4,0,3,11,2756
Married,PhD,1,65,66465,0,1,1,1200,0,204,38,29,14,1471,1457,3,11,9,12,6,0,3,11,2615
Single,Graduation,0,33,46923,1,0,90,85,44,54,102,78,6,363,357,3,5,1,7,7,0,3,11,2835
Together,Graduation,0,58,75072,0,1,83,583,34,309,0,22,125,948,823,2,5,4,8,3,0,3,11,2681
Married,PhD,0,77,75865,0,0,73,483,0,591,156,0,12,1230,1218,1,3,5,10,1,0,3,11,2249
Together,Post Degree,1,45,19789,1,0,24,2,5,9,28,6,28,50,22,3,2,1,3,5,0,3,11,2380
Together,Graduation,1,26,80134,0,0,11,966,26,282,52,26,26,1352,1326,1,2,7,11,5,0,3,11,2294
Single,Graduation,1,39,91065,0,0,33,822,114,108,179,137,114,1360,1246,1,7,9,9,3,0,3,11,2651
Married,Master,0,49,49505,1,1,4,604,0,100,19,0,28,723,695,9,10,2,8,8,0,3,11,2640
Married,PhD,0,47,37401,1,0,14,19,3,19,3,1,3,45,42,2,2,0,3,7,0,3,11,2213
Married,Graduation,0,37,30096,1,0,30,5,3,11,12,5,9,36,27,1,2,0,3,6,0,3,11,2197
Together,Master,0,38,18492,1,0,75,2,2,2,2,1,1,9,8,1,1,0,2,8,0,3,11,2183
Married,Master,1,46,82584,0,0,26,1076,68,103,29,91,68,1367,1299,1,3,4,8,1,0,3,11,2549
Married,PhD,1,79,93027,0,0,77,1285,42,716,55,0,21,2098,2077,0,7,10,5,2,0,3,11,2601
Married,Graduation,0,67,48686,1,2,8,10,0,7,2,0,1,19,18,1,1,0,2,8,0,3,11,2366
Married,Graduation,1,34,92910,0,0,42,551,137,792,179,103,33,1762,1729,1,6,7,13,1,0,3,11,2225
Married,Graduation,1,31,75433,1,0,28,800,0,297,0,34,57,1131,1074,2,2,5,10,6,0,3,11,2244
Together,Post Degree,0,31,10404,1,0,52,2,2,11,10,6,12,31,19,2,1,0,4,5,0,3,11,2215
Married,Graduation,0,52,61314,0,1,1,378,0,189,97,172,172,836,664,2,5,5,12,3,0,3,11,2589
Single,PhD,1,59,84865,0,0,1,1248,16,349,43,16,16,1672,1656,1,2,4,9,4,0,3,11,2575
Married,Graduation,0,31,42387,1,0,42,235,0,235,19,4,191,493,302,5,8,1,7,8,0,3,11,2767
Together,Post Degree,0,53,67309,1,1,76,515,47,181,149,95,95,987,892,15,9,6,9,7,0,3,11,2681
Married,Graduation,0,56,75236,0,1,27,438,66,400,12,38,114,954,840,1,8,3,13,4,0,3,11,2375
Single,Graduation,0,50,30015,1,0,28,25,0,22,2,3,5,52,47,2,1,0,4,5,0,3,11,2306
Together,Master,0,64,50943,0,1,49,31,0,7,2,0,6,40,34,1,1,0,3,5,0,3,11,2532
Divorced,Graduation,0,54,67272,0,1,12,357,35,271,28,28,14,719,705,3,6,2,12,5,0,3,11,2349
Widow,Master,0,71,51529,0,1,14,400,4,35,6,0,22,445,423,2,9,1,5,8,0,3,11,2454
Married,PhD,0,49,32011,1,0,89,99,0,15,2,1,5,117,112,3,2,1,4,7,0,3,11,2470
Married,Post Degree,0,34,7500,1,0,96,1,11,5,4,6,9,27,18,2,2,0,3,8,0,3,11,2666
Married,Graduation,0,31,28691,1,0,56,5,4,13,8,0,4,30,26,1,1,0,3,8,0,3,11,2519
Married,PhD,0,72,56223,0,1,72,77,28,31,16,0,4,152,148,2,2,1,5,4,0,3,11,2350
Married,Graduation,0,74,18100,0,0,14,3,1,2,4,3,1,13,12,1,0,0,3,5,0,3,11,2486
Single,Graduation,0,31,30279,1,0,13,10,4,14,4,4,1,36,35,1,1,0,3,8,0,3,11,2705
Married,Post Degree,0,46,20130,0,0,99,0,6,3,7,6,12,22,10,1,1,0,3,8,0,3,11,2263
Divorced,Graduation,0,61,23295,0,0,72,0,0,1,2,12,5,15,10,1,1,0,2,8,0,3,11,2510
Divorced,Master,0,48,42618,1,0,92,76,14,74,13,5,10,182,172,2,5,0,4,8,0,3,11,2422
Single,Graduation,1,56,81246,0,0,87,398,190,537,61,156,37,1342,1305,1,4,5,7,1,0,3,11,2341
Married,Graduation,0,44,24027,1,0,7,14,7,11,11,0,5,43,38,2,2,0,3,8,0,3,11,2544
Married,PhD,0,67,55707,0,1,91,208,7,82,30,66,35,393,358,2,3,2,9,3,0,3,11,2348
Single,Graduation,0,65,57959,0,1,71,430,16,322,43,24,33,835,802,5,4,7,11,3,0,3,11,2582
Married,Graduation,0,51,56796,0,1,24,656,38,161,62,47,37,964,927,3,8,9,7,7,0,3,11,2657
Single,Master,0,49,36230,1,0,17,14,2,30,8,2,3,56,53,1,2,0,4,5,0,3,11,2414
Married,Post Degree,0,40,70829,1,1,87,141,70,106,72,19,23,408,385,2,4,2,8,3,0,3,11,2369
Married,Graduation,0,44,65991,0,1,21,507,19,364,25,47,9,962,953,3,9,5,10,7,0,3,11,2819
Married,Graduation,0,48,38988,1,2,90,164,24,103,12,3,42,306,264,7,5,1,6,8,0,3,11,2837
Single,Post Degree,1,54,89572,0,0,44,606,24,974,197,194,64,1995,1931,1,7,7,9,4,0,3,11,2811
Married,Master,1,36,42207,1,0,71,116,11,72,3,17,46,219,173,4,4,1,5,6,0,3,11,2613
Married,Graduation,0,68,50300,0,1,52,143,15,60,24,23,5,265,260,2,2,1,8,2,0,3,11,2194
Together,Post Degree,0,38,66664,0,0,78,398,96,447,220,96,32,1257,1225,1,5,7,6,3,0,3,11,2801
Married,Graduation,1,56,60597,0,1,2,522,0,257,32,16,66,827,761,4,2,2,8,7,0,3,11,2338
Widow,Graduation,0,71,70165,0,0,60,161,0,253,199,191,122,804,682,1,3,7,11,1,0,3,11,2439
Widow,PhD,0,62,50520,0,1,25,112,0,6,2,1,14,121,107,2,3,1,3,6,0,3,11,2311
Married,Graduation,1,57,80124,0,0,47,483,84,398,205,84,241,1254,1013,1,3,7,8,1,0,3,11,2162
Married,Graduation,0,45,33183,1,0,46,7,5,39,17,15,37,83,46,2,4,0,3,7,0,3,11,2284
Single,PhD,0,51,66582,0,0,83,789,25,420,16,38,0,1288,1288,1,2,8,9,1,0,3,11,2277
Together,PhD,1,65,75261,0,0,17,1239,17,413,23,34,17,1726,1709,1,5,6,5,2,0,3,11,2591
Widow,Graduation,0,50,31880,1,0,13,4,1,5,2,0,3,12,9,1,1,0,2,8,0,3,11,2765
Married,Graduation,0,69,53790,0,2,86,335,42,127,28,5,5,537,532,3,7,2,8,6,0,3,11,2274
Together,PhD,0,49,49269,1,0,92,639,8,166,11,8,58,832,774,3,7,3,12,7,0,3,11,2842
Married,Graduation,0,45,61456,0,1,47,563,76,384,84,192,89,1299,1210,4,6,10,13,4,0,3,11,2618
Married,Graduation,1,40,37406,1,0,18,2,0,8,2,2,3,14,11,1,1,0,2,8,0,3,11,2421
Together,PhD,1,39,56937,1,0,81,746,8,125,11,8,8,898,890,7,8,6,9,6,0,3,11,2853
Married,Graduation,0,42,38415,1,1,91,22,1,13,4,0,4,40,36,2,1,0,3,7,0,3,11,2702
Single,Graduation,0,32,20518,1,0,58,4,1,6,4,1,9,16,7,1,1,1,2,5,0,3,11,2201
Married,Graduation,0,64,62503,0,1,40,478,0,193,110,75,117,856,739,4,8,3,11,5,0,3,11,2655
Single,PhD,0,48,41644,1,1,67,20,3,4,2,0,2,29,27,2,1,0,3,3,0,3,11,2210
Married,Master,0,43,55842,0,1,19,451,0,39,0,4,24,494,470,1,7,1,8,5,0,3,11,2196
Married,PhD,0,48,62010,0,1,93,371,22,39,6,0,92,438,346,4,6,2,7,5,0,3,11,2773
Married,Graduation,0,43,41124,1,0,41,281,7,84,15,0,119,387,268,7,7,3,4,8,0,3,11,2765
Married,Master,0,47,38961,1,0,60,19,7,19,0,1,24,46,22,1,2,1,2,7,0,3,11,2340
Divorced,Master,0,48,37760,1,0,54,26,3,13,2,10,0,54,54,1,2,0,3,6,0,3,11,2481
Single,Graduation,1,46,32233,1,0,26,138,15,35,25,11,72,224,152,2,6,2,2,9,0,3,11,2838
Married,Graduation,0,45,43057,0,1,30,213,2,44,0,2,5,261,256,4,4,2,5,5,0,3,11,2401
Together,Master,0,60,83151,0,0,93,407,28,100,120,74,18,729,711,1,5,9,4,3,0,3,11,2786
Divorced,PhD,1,56,78825,0,0,35,483,74,114,169,37,18,877,859,1,5,10,13,3,0,3,11,2812
Together,Master,0,44,65104,0,1,4,738,0,232,13,20,50,1003,953,2,3,5,7,7,0,3,11,2386
Married,Graduation,0,46,60093,0,1,92,502,12,109,16,6,90,645,555,2,7,2,10,6,0,3,11,2527
Married,Graduation,0,51,14045,1,0,24,11,0,5,2,1,1,19,18,1,1,0,3,7,0,3,11,2313
Widow,Post Degree,0,68,28457,0,0,96,24,1,108,29,29,14,191,177,1,4,1,4,8,0,3,11,2768
Together,PhD,0,62,78952,0,1,11,1170,19,594,99,76,134,1958,1824,2,2,5,12,6,0,3,11,2802
Divorced,Graduation,0,44,46310,1,0,99,185,2,88,15,5,14,295,281,2,6,1,5,8,0,3,11,2732
Together,Graduation,1,65,76005,0,0,72,983,20,389,240,50,40,1682,1642,1,3,5,13,6,0,3,11,2651
Single,Master,0,56,58308,0,1,77,691,0,69,10,0,130,770,640,4,2,6,3,8,0,3,11,2692
Divorced,PhD,1,76,55614,0,0,85,504,13,131,8,0,26,656,630,1,9,4,6,7,0,3,11,2373
Divorced,Master,0,58,59432,0,1,88,317,25,265,25,19,12,651,639,3,5,3,11,5,0,3,11,2601
Divorced,Graduation,0,42,55563,0,1,22,29,1,9,2,0,2,41,39,1,2,0,3,3,0,3,11,2244
Together,PhD,0,49,78642,0,1,83,1396,0,322,46,35,17,1799,1782,1,4,9,4,6,0,3,11,2593
Together,PhD,0,71,67911,0,1,63,529,0,356,63,28,0,976,976,3,6,7,11,3,0,3,11,2197
Married,Graduation,0,76,65275,0,0,9,388,14,218,91,14,21,725,704,1,4,3,13,2,0,3,11,2611
Together,Graduation,0,70,27203,1,1,92,13,2,21,4,0,24,40,16,2,1,1,2,8,0,3,11,2851
Together,Master,0,59,48330,0,1,2,28,0,4,0,0,0,32,32,1,1,0,3,5,0,3,11,2385
Married,Basic,0,30,24279,0,0,6,16,36,21,20,62,108,155,47,1,4,1,3,8,0,3,11,2706
Married,PhD,0,35,64355,1,0,66,1047,0,140,67,38,153,1292,1139,2,4,3,12,8,0,3,11,2833
